-0.04677817	0.07073205	-0.053624026	0.19215813	-0.11855379	-0.017072644	0.049510226	-0.006910245	0.1971909	0.003580375	0.018141756	0.10853124	-0.014064716	-0.14255504	0.015285959	0.00055473566
-0.16537805	0.20135316	-0.18203998	0.082879156	0.014855324	-0.12902252	0.18690158	-0.08036469	0.044190474	0.11025982	-0.10282121	0.26663184	-0.22713248	0.0028251559	-0.099908195	0.2052496
-0.031258006	0.1623056	-0.05728206	0.13899451	-0.08613122	-0.058509048	0.04767036	0.006806326	0.050774932	0.06538695	-0.0662889	0.16751562	-0.10345686	-0.09433645	-0.017620757	0.05928136
-0.027672065	-0.0015319698	0.049151782	0.018871631	-0.035246633	-0.021832705	-0.026553297	0.0049925447	-0.043475937	-0.010487221	-0.045782626	0.037867036	0.013119269	-0.04606824	-0.012351226	0.020947132
0.07649373	0.1769771	0.0633317	0.36756918	-0.31741956	0.0348946	0.054784246	0.059824396	0.29406297	-0.10197175	-0.014668159	0.1332214	-0.04542791	-0.29232436	0.03641566	0.05161027
0.17441083	-0.090985574	0.13224381	0.265222	-0.29729193	0.13304235	-0.1209642	0.10247425	0.1567762	-0.09772253	0.14343004	0.01767182	0.05368279	-0.24814034	0.13011417	-0.15114069
-0.019389454	0.18113309	-0.036578197	0.2645851	-0.25267726	0.05054272	0.08383679	-0.034597717	0.23204903	-0.019182889	-0.044240635	0.13278668	-0.053056948	-0.25799185	0.058645025	0.03749525
-0.08022471	0.16250567	-0.007963087	0.14928915	-0.16000268	0.0018495324	0.14749788	-0.041330773	0.043248195	0.040756386	-0.024816347	0.24962904	-0.07557118	-0.12761281	0.021691823	0.07711508
-0.043541268	0.25559017	-0.06551277	0.40886328	-0.23811197	-0.05217139	0.10925628	-0.0945925	0.28090745	0.01572787	-0.037853688	0.18141583	-0.14231576	-0.2754719	-0.05824946	0.16641438
0.10904596	0.007525964	0.113050565	0.23176378	-0.24160555	0.07092676	-0.08561805	0.11386556	0.18258098	-0.10630393	0.028577121	0.016248943	-3.3072574e-05	-0.23406227	0.07224152	-0.0055548884
-0.083995916	0.22792508	-0.071594246	0.38888633	-0.18564956	-0.05421247	0.12874052	-0.04607681	0.26822615	-0.008892448	-0.060307	0.21176334	-0.07026294	-0.29402885	-0.039911393	0.0787677
-0.006174356	0.08705643	-0.0070257713	0.19578671	-0.15838207	0.08008576	-0.012445158	-0.008732245	0.11407087	-0.048488688	0.00913341	0.1382516	-0.04768337	-0.2215653	0.059413467	0.06046471
0.17136317	-0.055150073	0.1390183	0.49461797	-0.35138565	0.17817472	-0.15267815	0.15699662	0.37859902	-0.22855552	0.16732392	-0.017380878	0.1114742	-0.3822785	0.21705967	-0.11740181
0.068180144	0.067754656	-0.01609344	0.4203538	-0.24006651	0.09760149	0.03524068	0.027738964	0.3121274	-0.05194235	0.025795132	0.09243976	0.007913706	-0.2927779	0.09052517	-0.019126736
-0.09734215	0.21715553	-0.07779042	0.4732243	-0.12505883	-0.10337925	0.17021412	-0.12743245	0.33753732	0.106649965	-0.13680375	0.19718541	-0.20393689	-0.114291094	-0.13200213	0.13471973
-0.025066854	0.19489601	-0.036925364	0.3723352	-0.24623917	-0.03368846	0.12702501	-0.0069166548	0.2778491	0.00021914102	-0.0060898038	0.17877257	-0.079311505	-0.27809066	-0.050761245	0.086230636
-0.09201027	0.18861143	-0.098381184	0.30236545	-0.06966485	-0.14986095	0.17051499	-0.15199172	0.23021632	0.115004934	-0.13710074	0.18487006	-0.12695056	-0.029198082	-0.081310004	0.15344585
0.082457446	0.021847468	-0.0018715698	0.1728955	-0.18691458	0.120607935	0.015412453	0.06664899	0.04822337	-0.094377875	0.039519113	0.060746953	-0.014680064	-0.14138706	0.020715639	-0.0764389
-0.09189006	0.26219177	-0.1105325	0.31308576	-0.15424094	-0.060133096	0.16380468	-0.080859534	0.15642546	0.0950444	-0.10490178	0.18453237	-0.13092414	-0.12705082	-0.09878619	0.0987696
0.050153896	0.13580379	0.07065477	0.22928722	-0.13628387	0.09009634	0.0088609485	-0.00014894882	0.1274941	-0.0297506	-0.024109732	0.13756816	-0.051748823	-0.19797707	0.06253246	0.03178088
-0.011239703	0.16480134	-0.008617605	0.47263756	-0.13429262	-0.029421447	0.08283262	-0.048709877	0.33560044	0.038584612	-0.06163626	0.20291859	-0.10493183	-0.16508259	-0.0052079023	0.0646497
-0.049708545	0.13923252	-0.08016262	0.26212937	-0.20978759	-0.0361159	0.09244993	-0.02844699	0.20164198	0.058228157	-0.12058008	0.16545223	-0.12845412	-0.199607	-0.048929125	0.08034956
0.024455352	0.037912343	0.044199795	0.2078395	-0.16979703	0.06908403	-0.01106571	0.028557008	0.16761701	-0.017420633	0.051248733	0.10432931	0.025501614	-0.22757268	0.07070183	-0.034686677
-0.046262704	0.18063934	-0.08681574	0.31944755	-0.13607736	-0.08320218	0.09296838	-0.10857023	0.1439918	0.04216153	-0.09938429	0.20724122	-0.10752053	-0.16909851	-0.063405395	0.11045541
-0.34537405	0.38492888	-0.3213004	0.005121036	0.12782392	-0.3378839	0.32938308	-0.30174184	0.013002723	0.2903236	-0.36470193	0.4013074	-0.33216137	0.19097522	-0.33316144	0.35713345
0.22813651	-0.26912296	0.22541259	0.48958787	-0.45823634	0.2928838	-0.25845355	0.29624936	0.35067138	-0.27127764	0.32774028	-0.241755	0.28800914	-0.38768336	0.2989208	-0.26140776
